,Config,Filename,Model,Name,Species,Citations
259,"['pair_style eam/fs\n', 'pair_coeff * * MCu6_MendelevM_2014.eam.fs Cu\n']",['potential_LAMMPS/2015--Borovikov-V--fictional-Cu-6--LAMMPS--ipr1/MCu6_MendelevM_2014.eam.fs'],NISTiprpy,2015--Borovikov-V--fictional-Cu-6--LAMMPS--ipr1,['Cu'],"[{'Borovikov_2015': {'title': 'Effect of stacking fault energy on mechanism of plastic deformation in nanotwinned FCC metals', 'journal': 'Modelling and Simulation in Materials Science and Engineering', 'volume': '23', 'pages': '055003', 'number': '5', 'doi': '10.1088/0965-0393/23/5/055003', 'publisher': 'IOP Publishing', 'url': 'https://doi.org/10.1088%2F0965-0393%2F23%2F5%2F055003', 'year': '2015', 'author': ['Valery Borovikov', 'Mikhail I Mendelev', 'Alexander H King', 'Richard LeSar']}}]"
260,"['pair_style eam/fs\n', 'pair_coeff * * MCu7_MendelevM_2014.eam.fs Cu\n']",['potential_LAMMPS/2015--Borovikov-V--fictional-Cu-7--LAMMPS--ipr1/MCu7_MendelevM_2014.eam.fs'],NISTiprpy,2015--Borovikov-V--fictional-Cu-7--LAMMPS--ipr1,['Cu'],"[{'Borovikov_2015': {'title': 'Effect of stacking fault energy on mechanism of plastic deformation in nanotwinned FCC metals', 'journal': 'Modelling and Simulation in Materials Science and Engineering', 'volume': '23', 'pages': '055003', 'number': '5', 'doi': '10.1088/0965-0393/23/5/055003', 'publisher': 'IOP Publishing', 'url': 'https://doi.org/10.1088%2F0965-0393%2F23%2F5%2F055003', 'year': '2015', 'author': ['Valery Borovikov', 'Mikhail I Mendelev', 'Alexander H King', 'Richard LeSar']}}]"
261,"['pair_style reax/c NULL\n', 'pair_coeff * * ffield_Ce-O Ce O\n', 'fix qeq_fix all qeq/reax 1 0.0 10.0 1e-06 reax/c\n']",['potential_LAMMPS/2015--Broqvist-P--Ce-O--LAMMPS--ipr2/ffield_Ce-O'],NISTiprpy,2015--Broqvist-P--Ce-O--LAMMPS--ipr2,"['Ce', 'O']","[{'Broqvist_2015': {'title': 'ReaxFF Force-Field for Ceria Bulk, Surfaces, and Nanoparticles', 'journal': 'The Journal of Physical Chemistry C', 'volume': '119', 'pages': '13598--13609', 'number': '24', 'doi': '10.1021/acs.jpcc.5b01597', 'publisher': 'American Chemical Society (ACS)', 'url': 'https://doi.org/10.1021%2Facs.jpcc.5b01597', 'year': '2015', 'author': ['Peter Broqvist', 'Jolla Kullgren', 'Matthew J. Wolf', 'Adri C. T. van Duin', 'Kersti Hermansson']}}]"
262,"['pair_style comb3 polar_off\n', 'pair_coeff * * ffield.comb3.NiAlO Al\n', 'fix qeq all qeq/comb 10 0.0001\n']",['potential_LAMMPS/2015--Choudhary-K--Al--LAMMPS--ipr1/ffield.comb3.NiAlO'],NISTiprpy,2015--Choudhary-K--Al--LAMMPS--ipr1,['Al'],"[{'Choudhary_2014': {'title': 'Charge optimized many-body potential for aluminum', 'journal': 'Journal of Physics: Condensed Matter', 'volume': '27', 'pages': '015003', 'number': '1', 'doi': '10.1088/0953-8984/27/1/015003', 'publisher': 'IOP Publishing', 'url': 'https://doi.org/10.1088%2F0953-8984%2F27%2F1%2F015003', 'year': '2015', 'author': ['Kamal Choudhary', 'Tao Liang', 'Aleksandr Chernatynskiy', 'Zizhe Lu', 'Anuj Goyal', 'Simon R Phillpot', 'Susan B Sinnott']}}]"
263,"['pair_style comb3 polar_off\n', 'pair_coeff * * ffield.comb3.NiAlO Al O\n', 'fix qeq all qeq/comb 10 0.0001\n']",['potential_LAMMPS/2015--Choudhary-K--Al-O--LAMMPS--ipr1/ffield.comb3.NiAlO'],NISTiprpy,2015--Choudhary-K--Al-O--LAMMPS--ipr1,"['Al', 'O']","[{'Choudhary_2015': {'title': 'Charge optimized many-body (COMB) potential for Al<sub>2</sub>O<sub>3</sub> materials, interfaces, and nanostructures', 'journal': 'Journal of Physics: Condensed Matter', 'volume': '27', 'pages': '305004', 'number': '30', 'doi': '10.1088/0953-8984/27/30/305004', 'publisher': 'IOP Publishing', 'url': 'https://doi.org/10.1088%2F0953-8984%2F27%2F30%2F305004', 'year': '2015', 'author': ['Kamal Choudhary', 'Tao Liang', 'Aleksandr Chernatynskiy', 'Simon R Phillpot', 'Susan B Sinnott']}}]"
264,"['pair_style hybrid/overlay eam/alloy eam/fs\n', 'pair_coeff * * eam/alloy Fe_Cr_Eich_2015_TBM_lammps.eam.alloy Fe Cr\n', 'pair_coeff * * eam/fs Fe_Cr_Eich_2015_TBM_lammps.eam.fs Fe Cr\n']","['potential_LAMMPS/2015--Eich-S-M--Fe-Cr--LAMMPS--ipr1/Fe_Cr_Eich_2015_TBM_lammps.eam.alloy', 'potential_LAMMPS/2015--Eich-S-M--Fe-Cr--LAMMPS--ipr1/Fe_Cr_Eich_2015_TBM_lammps.eam.fs']",NISTiprpy,2015--Eich-S-M--Fe-Cr--LAMMPS--ipr1,"['Fe', 'Cr']","[{'Eich_2015': {'title': 'Embedded-atom potential for an accurate thermodynamic description of the iron-chromium system', 'journal': 'Computational Materials Science', 'volume': '104', 'pages': '185--192', 'doi': '10.1016/j.commatsci.2015.03.047', 'publisher': 'Elsevier BV', 'url': 'https://doi.org/10.1016%2Fj.commatsci.2015.03.047', 'year': '2015', 'author': ['S.M. Eich', 'D. Beinke', 'G. Schmitz']}}]"
265,"['pair_style reax/c NULL\n', 'pair_coeff * * ffield_LiS_PCCP2015.txt Li S\n', 'fix qeq_fix all qeq/reax 1 0.0 10.0 1e-06 reax/c\n']",['potential_LAMMPS/2015--Islam-M-M--Li-S--LAMMPS--ipr1/ffield_LiS_PCCP2015.txt'],NISTiprpy,2015--Islam-M-M--Li-S--LAMMPS--ipr1,"['Li', 'S']","[{'Islam_2015': {'title': 'ReaxFF molecular dynamics simulations on lithiated sulfur cathode materials', 'journal': 'Physical Chemistry Chemical Physics', 'volume': '17', 'pages': '3383--3393', 'number': '5', 'doi': '10.1039/c4cp04532g', 'publisher': 'Royal Society of Chemistry (RSC)', 'url': 'https://doi.org/10.1039%2Fc4cp04532g', 'year': '2015', 'author': ['Md Mahbubul Islam', 'Alireza Ostadhossein', 'Oleg Borodin', 'A. Todd Yeates', 'William W. Tipton', 'Richard G. Hennig', 'Nitin Kumar', 'Adri C. T. van Duin']}}]"
266,"['pair_style meam\n', 'pair_coeff * * library.meam Ca Ca.meam Ca\n']","['potential_LAMMPS/2015--Kim-K-H--Ca--LAMMPS--ipr1/library.meam', 'potential_LAMMPS/2015--Kim-K-H--Ca--LAMMPS--ipr1/Ca.meam']",NISTiprpy,2015--Kim-K-H--Ca--LAMMPS--ipr1,['Ca'],"[{'Kim_2015': {'title': 'Modified embedded-atom method interatomic potentials for Mg-X (X=Y, Sn, Ca) binary systems', 'journal': 'Calphad', 'volume': '48', 'pages': '27--34', 'doi': '10.1016/j.calphad.2014.10.001', 'publisher': 'Elsevier BV', 'url': 'https://doi.org/10.1016%2Fj.calphad.2014.10.001', 'year': '2015', 'author': ['Ki-Hyun Kim', 'Jong Bae Jeon', 'Byeong-Joo Lee']}}]"
267,"['pair_style meam\n', 'pair_coeff * * library.meam Ca Mg CaMg.meam Ca Mg\n']","['potential_LAMMPS/2015--Kim-K-H--Mg-Ca--LAMMPS--ipr1/library.meam', 'potential_LAMMPS/2015--Kim-K-H--Mg-Ca--LAMMPS--ipr1/CaMg.meam']",NISTiprpy,2015--Kim-K-H--Mg-Ca--LAMMPS--ipr1,"['Ca', 'Mg']","[{'Kim_2015': {'title': 'Modified embedded-atom method interatomic potentials for Mg-X (X=Y, Sn, Ca) binary systems', 'journal': 'Calphad', 'volume': '48', 'pages': '27--34', 'doi': '10.1016/j.calphad.2014.10.001', 'publisher': 'Elsevier BV', 'url': 'https://doi.org/10.1016%2Fj.calphad.2014.10.001', 'year': '2015', 'author': ['Ki-Hyun Kim', 'Jong Bae Jeon', 'Byeong-Joo Lee']}}]"
268,"['pair_style meam\n', 'pair_coeff * * library.meam Mg Sn MgSn.meam Mg Sn\n']","['potential_LAMMPS/2015--Kim-K-H--Mg-Sn--LAMMPS--ipr1/library.meam', 'potential_LAMMPS/2015--Kim-K-H--Mg-Sn--LAMMPS--ipr1/MgSn.meam']",NISTiprpy,2015--Kim-K-H--Mg-Sn--LAMMPS--ipr1,"['Mg', 'Sn']","[{'Kim_2015': {'title': 'Modified embedded-atom method interatomic potentials for Mg-X (X=Y, Sn, Ca) binary systems', 'journal': 'Calphad', 'volume': '48', 'pages': '27--34', 'doi': '10.1016/j.calphad.2014.10.001', 'publisher': 'Elsevier BV', 'url': 'https://doi.org/10.1016%2Fj.calphad.2014.10.001', 'year': '2015', 'author': ['Ki-Hyun Kim', 'Jong Bae Jeon', 'Byeong-Joo Lee']}}]"
269,"['pair_style meam\n', 'pair_coeff * * library.meam Mg Y MgY.meam Mg Y\n']","['potential_LAMMPS/2015--Kim-K-H--Mg-Y--LAMMPS--ipr1/library.meam', 'potential_LAMMPS/2015--Kim-K-H--Mg-Y--LAMMPS--ipr1/MgY.meam']",NISTiprpy,2015--Kim-K-H--Mg-Y--LAMMPS--ipr1,"['Mg', 'Y']","[{'Kim_2015': {'title': 'Modified embedded-atom method interatomic potentials for Mg-X (X=Y, Sn, Ca) binary systems', 'journal': 'Calphad', 'volume': '48', 'pages': '27--34', 'doi': '10.1016/j.calphad.2014.10.001', 'publisher': 'Elsevier BV', 'url': 'https://doi.org/10.1016%2Fj.calphad.2014.10.001', 'year': '2015', 'author': ['Ki-Hyun Kim', 'Jong Bae Jeon', 'Byeong-Joo Lee']}}]"
270,"['pair_style meam\n', 'pair_coeff * * library.meam Ni Al Co NiAlCo.meam Ni Al Co\n']","['potential_LAMMPS/2015--Kim-Y-K--Ni-Al-Co--LAMMPS--ipr1/library.meam', 'potential_LAMMPS/2015--Kim-Y-K--Ni-Al-Co--LAMMPS--ipr1/NiAlCo.meam']",NISTiprpy,2015--Kim-Y-K--Ni-Al-Co--LAMMPS--ipr1,"['Ni', 'Al', 'Co']","[{'Kim_2015': {'title': 'Modified embedded-atom method interatomic potentials for the Ni-Co binary and the Ni-Al-Co ternary systems', 'journal': 'Modelling and Simulation in Materials Science and Engineering', 'volume': '23', 'pages': '055004', 'number': '5', 'doi': '10.1088/0965-0393/23/5/055004', 'publisher': 'IOP Publishing', 'url': 'https://doi.org/10.1088%2F0965-0393%2F23%2F5%2F055004', 'year': '2015', 'author': ['Young-Kwang Kim', 'Woo-Sang Jung', 'Byeong-Joo Lee']}}]"
271,"['pair_style meam\n', 'pair_coeff * * library.meam Ni Co NiCo.meam Ni Co\n']","['potential_LAMMPS/2015--Kim-Y-K--Ni-Co--LAMMPS--ipr1/library.meam', 'potential_LAMMPS/2015--Kim-Y-K--Ni-Co--LAMMPS--ipr1/NiCo.meam']",NISTiprpy,2015--Kim-Y-K--Ni-Co--LAMMPS--ipr1,"['Ni', 'Co']","[{'Kim_2015': {'title': 'Modified embedded-atom method interatomic potentials for the Ni-Co binary and the Ni-Al-Co ternary systems', 'journal': 'Modelling and Simulation in Materials Science and Engineering', 'volume': '23', 'pages': '055004', 'number': '5', 'doi': '10.1088/0965-0393/23/5/055004', 'publisher': 'IOP Publishing', 'url': 'https://doi.org/10.1088%2F0965-0393%2F23%2F5%2F055004', 'year': '2015', 'author': ['Young-Kwang Kim', 'Woo-Sang Jung', 'Byeong-Joo Lee']}}]"
272,"['pair_style meam\n', 'pair_coeff * * library.meam Ni Ti NiTi.meam Ni Ti\n']","['potential_LAMMPS/2015--Ko-W-S--Ni-Ti--LAMMPS--ipr2/library.meam', 'potential_LAMMPS/2015--Ko-W-S--Ni-Ti--LAMMPS--ipr2/NiTi.meam']",NISTiprpy,2015--Ko-W-S--Ni-Ti--LAMMPS--ipr2,"['Ni', 'Ti']","[{'Ko_2015': {'title': 'Development and application of a Ni-Ti interatomic potential with high predictive accuracy of the martensitic phase transition', 'journal': 'Physical Review B', 'volume': '92', 'pages': '134107', 'number': '13', 'doi': '10.1103/physrevb.92.134107', 'publisher': 'American Physical Society (APS)', 'url': 'https://doi.org/10.1103%2Fphysrevb.92.134107', 'year': '2015', 'author': ['Won-Seok Ko', 'Blazej Grabowski', 'Jörg Neugebauer']}}]"
273,"['pair_style comb3 polar_off\n', 'pair_coeff * * ffield.comb3.NiAlO Al Ni\n', 'fix qeq all qeq/comb 10 0.0001\n']",['potential_LAMMPS/2015--Kumar-A--Al-Ni--LAMMPS--ipr1/ffield.comb3.NiAlO'],NISTiprpy,2015--Kumar-A--Al-Ni--LAMMPS--ipr1,"['Al', 'Ni']","[{'Kumar_2015': {'title': 'Charge optimized many-body (COMB) potential for dynamical simulation of Ni-Al phases', 'journal': 'Journal of Physics: Condensed Matter', 'volume': '27', 'pages': '336302', 'number': '33', 'doi': '10.1088/0953-8984/27/33/336302', 'publisher': 'IOP Publishing', 'url': 'https://doi.org/10.1088%2F0953-8984%2F27%2F33%2F336302', 'year': '2015', 'author': ['Aakash Kumar', 'Aleksandr Chernatynskiy', 'Tao Liang', 'Kamal Choudhary', 'Mark J Noordhoek', 'Yu-Ting Cheng', 'Simon R Phillpot', 'Susan B Sinnott']}}]"
274,"['pair_style comb3 polar_off\n', 'pair_coeff * * ffield.comb3.NiAlO Al Ni O\n', 'fix qeq all qeq/comb 10 0.0001\n']",['potential_LAMMPS/2015--Kumar-A--Al-Ni-O--LAMMPS--ipr1/ffield.comb3.NiAlO'],NISTiprpy,2015--Kumar-A--Al-Ni-O--LAMMPS--ipr1,"['Al', 'Ni', 'O']","[{'Kumar_2015': {'title': 'Charge optimized many-body (COMB) potential for dynamical simulation of Ni-Al phases', 'journal': 'Journal of Physics: Condensed Matter', 'volume': '27', 'pages': '336302', 'number': '33', 'doi': '10.1088/0953-8984/27/33/336302', 'publisher': 'IOP Publishing', 'url': 'https://doi.org/10.1088%2F0953-8984%2F27%2F33%2F336302', 'year': '2015', 'author': ['Aakash Kumar', 'Aleksandr Chernatynskiy', 'Tao Liang', 'Kamal Choudhary', 'Mark J Noordhoek', 'Yu-Ting Cheng', 'Simon R Phillpot', 'Susan B Sinnott']}}]"
275,"['pair_style eam/fs\n', 'pair_coeff * * Al90Sm10_MendelevM_2014.eam.fs Al Sm\n']",['potential_LAMMPS/2015--Mendelev-M-I--Al-Sm--LAMMPS--ipr1/Al90Sm10_MendelevM_2014.eam.fs'],NISTiprpy,2015--Mendelev-M-I--Al-Sm--LAMMPS--ipr1,"['Al', 'Sm']","[{'Mendelev_2015': {'title': 'Development of interatomic potentials appropriate for simulation of devitrification of Al90Sm10alloy', 'journal': 'Modelling and Simulation in Materials Science and Engineering', 'volume': '23', 'pages': '045013', 'number': '4', 'doi': '10.1088/0965-0393/23/4/045013', 'publisher': 'IOP Publishing', 'url': 'https://doi.org/10.1088%2F0965-0393%2F23%2F4%2F045013', 'year': '2015', 'author': ['M I Mendelev', 'F Zhang', 'Z Ye', 'Y Sun', 'M C Nguyen', 'S R Wilson', 'C Z Wang', 'K M Ho']}}]"
276,"['pair_style meam\n', 'pair_coeff * * library-Al.meam Al Al.meam Al\n']","['potential_LAMMPS/2015--Pascuet-M-I--Al--LAMMPS--ipr1/library-Al.meam', 'potential_LAMMPS/2015--Pascuet-M-I--Al--LAMMPS--ipr1/Al.meam']",NISTiprpy,2015--Pascuet-M-I--Al--LAMMPS--ipr1,['Al'],"[{'Pascuet_2015': {'title': 'Atomic interaction of the MEAM type for the study of intermetallics in the Al-U alloy', 'journal': 'Journal of Nuclear Materials', 'volume': '467', 'pages': '229--239', 'doi': '10.1016/j.jnucmat.2015.09.030', 'publisher': 'Elsevier BV', 'url': 'https://doi.org/10.1016%2Fj.jnucmat.2015.09.030', 'year': '2015', 'author': ['M.I. Pascuet', 'J.R. Fernández']}}]"
277,"['pair_style meam\n', 'pair_coeff * * library.meam Al U AlU.meam Al U\n']","['potential_LAMMPS/2015--Pascuet-M-I--Al-U--LAMMPS--ipr2/library.meam', 'potential_LAMMPS/2015--Pascuet-M-I--Al-U--LAMMPS--ipr2/AlU.meam']",NISTiprpy,2015--Pascuet-M-I--Al-U--LAMMPS--ipr2,"['Al', 'U']","[{'Pascuet_2015': {'title': 'Atomic interaction of the MEAM type for the study of intermetallics in the Al-U alloy', 'journal': 'Journal of Nuclear Materials', 'volume': '467', 'pages': '229--239', 'doi': '10.1016/j.jnucmat.2015.09.030', 'publisher': 'Elsevier BV', 'url': 'https://doi.org/10.1016%2Fj.jnucmat.2015.09.030', 'year': '2015', 'author': ['M.I. Pascuet', 'J.R. Fernández']}}]"
278,"['pair_style eam/alloy\n', 'pair_coeff * * Mishin_updated-Al-Co-2013.eam.alloy Al Co\n']",['potential_LAMMPS/2015--Purja-Pun-G-P--Al-Co--LAMMPS--ipr2/Mishin_updated-Al-Co-2013.eam.alloy'],NISTiprpy,2015--Purja-Pun-G-P--Al-Co--LAMMPS--ipr2,"['Al', 'Co']","[{'Purja_Pun_2015': {'title': 'Interatomic potential for the ternary Ni–Al–Co system and application to atomistic modeling of the B2–L10 martensitic transformation', 'journal': 'Modelling and Simulation in Materials Science and Engineering', 'volume': '23', 'pages': '065006', 'number': '6', 'doi': '10.1088/0965-0393/23/6/065006', 'publisher': 'IOP Publishing', 'url': 'https://doi.org/10.1088%2F0965-0393%2F23%2F6%2F065006', 'year': '2015', 'author': ['G. P. Purja Pun', 'V. Yamakov', 'Y. Mishin']}}]"
279,"['pair_style adp\n', 'pair_coeff * * CuTa_LJ15_2014.adp.txt Cu Ta\n']",['potential_LAMMPS/2015--Purja-Pun-G-P--Cu-Ta--LAMMPS--ipr2/CuTa_LJ15_2014.adp.txt'],NISTiprpy,2015--Purja-Pun-G-P--Cu-Ta--LAMMPS--ipr2,"['Cu', 'Ta']","[{'Purja_Pun_2015': {'title': 'Angular-dependent interatomic potential for the Cu-Ta system and its application to structural stability of nano-crystalline alloys', 'journal': 'Acta Materialia', 'volume': '100', 'pages': '377--391', 'doi': '10.1016/j.actamat.2015.08.052', 'publisher': 'Elsevier BV', 'url': 'https://doi.org/10.1016%2Fj.actamat.2015.08.052', 'year': '2015', 'author': ['G.P. Purja Pun', 'K.A. Darling', 'L.J. Kecskes', 'Y. Mishin']}}]"
280,"['pair_style eam/alloy\n', 'pair_coeff * * Mishin_updated-Ni-Al-Co-2013.eam.alloy Ni Al Co\n']",['potential_LAMMPS/2015--Purja-Pun-G-P--Ni-Al-Co--LAMMPS--ipr2/Mishin_updated-Ni-Al-Co-2013.eam.alloy'],NISTiprpy,2015--Purja-Pun-G-P--Ni-Al-Co--LAMMPS--ipr2,"['Ni', 'Al', 'Co']","[{'Purja_Pun_2015': {'title': 'Interatomic potential for the ternary Ni–Al–Co system and application to atomistic modeling of the B2–L10 martensitic transformation', 'journal': 'Modelling and Simulation in Materials Science and Engineering', 'volume': '23', 'pages': '065006', 'number': '6', 'doi': '10.1088/0965-0393/23/6/065006', 'publisher': 'IOP Publishing', 'url': 'https://doi.org/10.1088%2F0965-0393%2F23%2F6%2F065006', 'year': '2015', 'author': ['G. P. Purja Pun', 'V. Yamakov', 'Y. Mishin']}}]"
281,"['pair_style eam/alloy\n', 'pair_coeff * * Mishin_updated-Ni-Co-2013.eam.alloy Ni Co\n']",['potential_LAMMPS/2015--Purja-Pun-G-P--Ni-Co--LAMMPS--ipr2/Mishin_updated-Ni-Co-2013.eam.alloy'],NISTiprpy,2015--Purja-Pun-G-P--Ni-Co--LAMMPS--ipr2,"['Ni', 'Co']","[{'Purja_Pun_2015': {'title': 'Interatomic potential for the ternary Ni–Al–Co system and application to atomistic modeling of the B2–L10 martensitic transformation', 'journal': 'Modelling and Simulation in Materials Science and Engineering', 'volume': '23', 'pages': '065006', 'number': '6', 'doi': '10.1088/0965-0393/23/6/065006', 'publisher': 'IOP Publishing', 'url': 'https://doi.org/10.1088%2F0965-0393%2F23%2F6%2F065006', 'year': '2015', 'author': ['G. P. Purja Pun', 'V. Yamakov', 'Y. Mishin']}}]"
282,"['pair_style adp\n', 'pair_coeff * * Ta.adp.txt Ta\n']",['potential_LAMMPS/2015--Purja-Pun-G-P--Ta--LAMMPS--ipr1/Ta.adp.txt'],NISTiprpy,2015--Purja-Pun-G-P--Ta--LAMMPS--ipr1,['Ta'],"[{'Purja_Pun_2015': {'title': 'Angular-dependent interatomic potential for the Cu-Ta system and its application to structural stability of nano-crystalline alloys', 'journal': 'Acta Materialia', 'volume': '100', 'pages': '377--391', 'doi': '10.1016/j.actamat.2015.08.052', 'publisher': 'Elsevier BV', 'url': 'https://doi.org/10.1016%2Fj.actamat.2015.08.052', 'year': '2015', 'author': ['G.P. Purja Pun', 'K.A. Darling', 'L.J. Kecskes', 'Y. Mishin']}}]"
283,"['pair_style hybrid/overlay zbl 4 4.8 snap\n', 'pair_coeff * * zbl 73 73\n', 'pair_coeff * * snap Ta06A.snapcoeff Ta Ta06A.snapparam Ta\n']","['potential_LAMMPS/2015--Thompson-A-P--Ta--LAMMPS--ipr1/Ta06A.snapcoeff', 'potential_LAMMPS/2015--Thompson-A-P--Ta--LAMMPS--ipr1/Ta06A.snapparam']",NISTiprpy,2015--Thompson-A-P--Ta--LAMMPS--ipr1,['Ta'],"[{'Thompson_2015': {'title': 'Spectral neighbor analysis method for automated generation of quantum-accurate interatomic potentials', 'journal': 'Journal of Computational Physics', 'volume': '285', 'pages': '316--330', 'doi': '10.1016/j.jcp.2014.12.018', 'publisher': 'Elsevier BV', 'url': 'https://doi.org/10.1016%2Fj.jcp.2014.12.018', 'year': '2015', 'author': ['A.P. Thompson', 'L.P. Swiler', 'C.R. Trott', 'S.M. Foiles', 'G.J. Tucker']}}]"
284,"['pair_style hybrid/overlay zbl 4 4.8 snap\n', 'pair_coeff * * zbl 73 73\n', 'pair_coeff * * snap Ta06A.snapcoeff Ta06A.snapparam Ta\n']","['potential_LAMMPS/2015--Thompson-A-P--Ta--LAMMPS--ipr2/Ta06A.snapcoeff', 'potential_LAMMPS/2015--Thompson-A-P--Ta--LAMMPS--ipr2/Ta06A.snapparam']",NISTiprpy,2015--Thompson-A-P--Ta--LAMMPS--ipr2,['Ta'],"[{'Thompson_2015': {'title': 'Spectral neighbor analysis method for automated generation of quantum-accurate interatomic potentials', 'journal': 'Journal of Computational Physics', 'volume': '285', 'pages': '316--330', 'doi': '10.1016/j.jcp.2014.12.018', 'publisher': 'Elsevier BV', 'url': 'https://doi.org/10.1016%2Fj.jcp.2014.12.018', 'year': '2015', 'author': ['A.P. Thompson', 'L.P. Swiler', 'C.R. Trott', 'S.M. Foiles', 'G.J. Tucker']}}]"
285,"['pair_style hybrid/overlay zbl 4 4.8 snap\n', 'pair_coeff * * zbl 73 73\n', 'pair_coeff * * snap Ta06A.snapcoeff Ta06A.snapparam Ta\n']","['potential_LAMMPS/2015--Thompson-A-P--Ta--LAMMPS--ipr3/Ta06A.snapcoeff', 'potential_LAMMPS/2015--Thompson-A-P--Ta--LAMMPS--ipr3/Ta06A.snapparam']",NISTiprpy,2015--Thompson-A-P--Ta--LAMMPS--ipr3,['Ta'],"[{'Thompson_2015': {'title': 'Spectral neighbor analysis method for automated generation of quantum-accurate interatomic potentials', 'journal': 'Journal of Computational Physics', 'volume': '285', 'pages': '316--330', 'doi': '10.1016/j.jcp.2014.12.018', 'publisher': 'Elsevier BV', 'url': 'https://doi.org/10.1016%2Fj.jcp.2014.12.018', 'year': '2015', 'author': ['A.P. Thompson', 'L.P. Swiler', 'C.R. Trott', 'S.M. Foiles', 'G.J. Tucker']}}]"
286,"['pair_style eam/fs\n', 'pair_coeff * * Na_MendelevM_2014.eam.fs Na\n']",['potential_LAMMPS/2015--Wilson-S-R--Na--LAMMPS--ipr1/Na_MendelevM_2014.eam.fs'],NISTiprpy,2015--Wilson-S-R--Na--LAMMPS--ipr1,['Na'],"[{'Wilson_2015': {'title': 'Solid-liquid interface free energies of pure bcc metals and B2 phases', 'journal': 'The Journal of Chemical Physics', 'volume': '142', 'pages': '134705', 'number': '13', 'doi': '10.1063/1.4916741', 'publisher': 'AIP Publishing', 'url': 'https://doi.org/10.1063%2F1.4916741', 'year': '2015', 'author': ['S. R. Wilson', 'K. G. S. H. Gunawardana', 'M. I. Mendelev']}}]"
287,"['pair_style eam/fs\n', 'pair_coeff * * Ni-Zr_Mendelev_2014.eam.fs Ni Zr\n']",['potential_LAMMPS/2015--Wilson-S-R--Ni-Zr--LAMMPS--ipr1/Ni-Zr_Mendelev_2014.eam.fs'],NISTiprpy,2015--Wilson-S-R--Ni-Zr--LAMMPS--ipr1,"['Ni', 'Zr']","[{'Wilson_2015': {'title': 'Anisotropy of the solid-liquid interface properties of the Ni-Zr B33 phase from molecular dynamics simulation', 'journal': 'Philosophical Magazine', 'volume': '95', 'pages': '224--241', 'number': '2', 'doi': '10.1080/14786435.2014.995742', 'publisher': 'Informa UK Limited', 'url': 'https://doi.org/10.1080%2F14786435.2014.995742', 'year': '2015', 'author': ['S.R. Wilson', 'M.I. Mendelev']}}]"
288,"['pair_style eam/fs\n', 'pair_coeff * * FictionalNa2_MendelevM_2015.eam.fs Na\n']",['potential_LAMMPS/2015--Wilson-S-R--fictional-Na-2--LAMMPS--ipr1/FictionalNa2_MendelevM_2015.eam.fs'],NISTiprpy,2015--Wilson-S-R--fictional-Na-2--LAMMPS--ipr1,['Na'],"[{'Wilson_2015': {'title': 'Solid-liquid interface free energies of pure bcc metals and B2 phases', 'journal': 'The Journal of Chemical Physics', 'volume': '142', 'pages': '134705', 'number': '13', 'doi': '10.1063/1.4916741', 'publisher': 'AIP Publishing', 'url': 'https://doi.org/10.1063%2F1.4916741', 'year': '2015', 'author': ['S. R. Wilson', 'K. G. S. H. Gunawardana', 'M. I. Mendelev']}}]"
